experiment,variant,question_id,category,question_type,question,expected_source_ids,retrieved_ids,recall@1,recall@3,recall@5,context_precision@5,mrr,ndcg@5,out_of_context_no_hit
retrieval_variant,bm25_only,bdreg_q04_online_not_found,online_visibility,noisy_query,আমার জন্ম নিবন্ধন ০৬/০৩/২০১৪ তে অনলাইন করা হয়েছে। কিন্তু এখন আমি আমার জন্ম নিবন্ধন অনলাইনাে এ খুঁজে পাচ্ছি না. আমাকে এই বিষয়ে সাহায্য করুন।,"bdris_faq_01_q02,bdris_faq_02_q03,know_this_01_cleaned_008_01","birth_and_death_registration_guidelines_2021_ocr_002_01,birth_registration_application_process_cleaned_010_01,bdris_faq_01_q02,bdris_faq_01_q15,bdris_faq_02_q03",0.0,1.0,1.0,0.4,0.3333333333333333,0.41618115554873086,0.0
retrieval_variant,hybrid_rrf,bdreg_q04_online_not_found,online_visibility,noisy_query,আমার জন্ম নিবন্ধন ০৬/০৩/২০১৪ তে অনলাইন করা হয়েছে। কিন্তু এখন আমি আমার জন্ম নিবন্ধন অনলাইনাে এ খুঁজে পাচ্ছি না. আমাকে এই বিষয়ে সাহায্য করুন।,"bdris_faq_01_q02,bdris_faq_02_q03,know_this_01_cleaned_008_01","bdris_faq_01_q02,know_this_01_cleaned_008_01,bdris_faq_02_q03,birth_registration_application_process_cleaned_010_01,birth_and_death_registration_act_2004_ধারা_১৩_01",1.0,1.0,1.0,0.6,1.0,1.0,0.0
retrieval_variant,hybrid_rrf_rerank,bdreg_q04_online_not_found,online_visibility,noisy_query,আমার জন্ম নিবন্ধন ০৬/০৩/২০১৪ তে অনলাইন করা হয়েছে। কিন্তু এখন আমি আমার জন্ম নিবন্ধন অনলাইনাে এ খুঁজে পাচ্ছি না. আমাকে এই বিষয়ে সাহায্য করুন।,"bdris_faq_01_q02,bdris_faq_02_q03,know_this_01_cleaned_008_01","bdris_faq_01_q02,bdris_faq_02_q03,know_this_01_cleaned_008_01,birth_and_death_registration_act_2004_ধারা_১৩_01,birth_registration_application_process_cleaned_010_01",1.0,1.0,1.0,0.6,1.0,1.0,0.0
retrieval_variant,dense_only,bdreg_q05_application_upload_manual_online,multi_intent,long_scenario,"আমার ছেলের জন্য জন্ম নিবন্ধন আবেদন করেছি। আবেদন নাম্বার পেয়েছি কিন্তু কতদিন সময় লাগবে বুঝছি না। ফাইল upload হচ্ছে কিন্তু submit করার সময় প্রয়োজনীয় ফাইল আপলোড করেননি দেখাচ্ছে। আমার ভোটার আইডি আছে কিন্তু জন্ম নিবন্ধন অনলাইন করা নাই, এখন কী করব?","bdris_faq_01_q02,birth_registration_application_process_cleaned_016_01,birth_registration_application_process_cleaned_019_01,birth_registration_application_process_cleaned_020_01","birth_registration_application_process_cleaned_019_01,birth_registration_application_process_cleaned_015_01,birth_registration_application_process_cleaned_010_01,birth_registration_application_process_02_cleaned_014_01,birth_and_death_registration_rules_2018_বিধি_২০_01",1.0,1.0,1.0,0.2,1.0,0.3903800499921017,0.0
retrieval_variant,bm25_only,bdreg_q05_application_upload_manual_online,multi_intent,long_scenario,"আমার ছেলের জন্য জন্ম নিবন্ধন আবেদন করেছি। আবেদন নাম্বার পেয়েছি কিন্তু কতদিন সময় লাগবে বুঝছি না। ফাইল upload হচ্ছে কিন্তু submit করার সময় প্রয়োজনীয় ফাইল আপলোড করেননি দেখাচ্ছে। আমার ভোটার আইডি আছে কিন্তু জন্ম নিবন্ধন অনলাইন করা নাই, এখন কী করব?","bdris_faq_01_q02,birth_registration_application_process_cleaned_016_01,birth_registration_application_process_cleaned_019_01,birth_registration_application_process_cleaned_020_01","bdris_faq_01_q13,birth_registration_application_process_cleaned_010_01,birth_registration_application_process_02_cleaned_007_01,bdris_faq_01_q02,birth_registration_application_process_cleaned_005_01",0.0,0.0,1.0,0.2,0.25,0.16812753627111746,0.0
retrieval_variant,hybrid_rrf,bdreg_q05_application_upload_manual_online,multi_intent,long_scenario,"আমার ছেলের জন্য জন্ম নিবন্ধন আবেদন করেছি। আবেদন নাম্বার পেয়েছি কিন্তু কতদিন সময় লাগবে বুঝছি না। ফাইল upload হচ্ছে কিন্তু submit করার সময় প্রয়োজনীয় ফাইল আপলোড করেননি দেখাচ্ছে। আমার ভোটার আইডি আছে কিন্তু জন্ম নিবন্ধন অনলাইন করা নাই, এখন কী করব?","bdris_faq_01_q02,birth_registration_application_process_cleaned_016_01,birth_registration_application_process_cleaned_019_01,birth_registration_application_process_cleaned_020_01","birth_registration_application_process_cleaned_010_01,birth_registration_application_process_02_cleaned_007_01,birth_registration_application_process_cleaned_016_01,birth_registration_application_process_cleaned_012_01,bdris_faq_01_q01",0.0,1.0,1.0,0.2,0.3333333333333333,0.19519002499605084,0.0
retrieval_variant,hybrid_rrf_rerank,bdreg_q05_application_upload_manual_online,multi_intent,long_scenario,"আমার ছেলের জন্য জন্ম নিবন্ধন আবেদন করেছি। আবেদন নাম্বার পেয়েছি কিন্তু কতদিন সময় লাগবে বুঝছি না। ফাইল upload হচ্ছে কিন্তু submit করার সময় প্রয়োজনীয় ফাইল আপলোড করেননি দেখাচ্ছে। আমার ভোটার আইডি আছে কিন্তু জন্ম নিবন্ধন অনলাইন করা নাই, এখন কী করব?","bdris_faq_01_q02,birth_registration_application_process_cleaned_016_01,birth_registration_application_process_cleaned_019_01,birth_registration_application_process_cleaned_020_01","birth_registration_application_process_cleaned_010_01,birth_registration_application_process_cleaned_002_01,birth_registration_application_process_02_cleaned_007_01,birth_registration_application_process_cleaned_019_01,birth_registration_application_process_cleaned_015_01",0.0,0.0,1.0,0.2,0.25,0.16812753627111746,0.0
retrieval_variant,dense_only,bdreg_q06_overseas_registration,overseas,scenario,"আমি দেশের বাইরে থাকি, আগে অনলাইনে জন্ম নিবন্ধন করা হয়নি। এখন বিদেশ থেকে জন্ম নিবন্ধন করতে চাইলে কী করব?","bdris_faq_01_q12,birth_and_death_registration_rules_2018_বিধি_১০_01,birth_registration_application_process_cleaned_009_01","birth_and_death_registration_rules_2018_বিধি_২০_01,birth_and_death_registration_rules_2018_বিধি_১০_01,bdris_faq_01_q11,bdris_faq_02_q09,bdris_faq_01_q12",0.0,1.0,1.0,0.4,0.5,0.4776237035032179,0.0
retrieval_variant,bm25_only,bdreg_q06_overseas_registration,overseas,scenario,"আমি দেশের বাইরে থাকি, আগে অনলাইনে জন্ম নিবন্ধন করা হয়নি। এখন বিদেশ থেকে জন্ম নিবন্ধন করতে চাইলে কী করব?","bdris_faq_01_q12,birth_and_death_registration_rules_2018_বিধি_১০_01,birth_registration_application_process_cleaned_009_01","bdris_faq_01_q02,bdris_faq_02_q03,bdris_faq_02_q01,bdris_faq_01_q12,birth_and_death_registration_guidelines_2021_ocr_002_02",0.0,0.0,1.0,0.2,0.25,0.20210734650054757,0.0
retrieval_variant,hybrid_rrf,bdreg_q06_overseas_registration,overseas,scenario,"আমি দেশের বাইরে থাকি, আগে অনলাইনে জন্ম নিবন্ধন করা হয়নি। এখন বিদেশ থেকে জন্ম নিবন্ধন করতে চাইলে কী করব?","bdris_faq_01_q12,birth_and_death_registration_rules_2018_বিধি_১০_01,birth_registration_application_process_cleaned_009_01","bdris_faq_01_q02,bdris_faq_01_q12,birth_and_death_registration_rules_2018_বিধি_২০_01,birth_registration_application_process_cleaned_009_01,birth_and_death_registration_rules_2018_বিধি_৯_04",0.0,1.0,1.0,0.4,0.5,0.49818925746641285,0.0
retrieval_variant,hybrid_rrf_rerank,bdreg_q06_overseas_registration,overseas,scenario,"আমি দেশের বাইরে থাকি, আগে অনলাইনে জন্ম নিবন্ধন করা হয়নি। এখন বিদেশ থেকে জন্ম নিবন্ধন করতে চাইলে কী করব?","bdris_faq_01_q12,birth_and_death_registration_rules_2018_বিধি_১০_01,birth_registration_application_process_cleaned_009_01","birth_registration_application_process_cleaned_008_01,birth_registration_application_process_cleaned_009_01,birth_registration_application_process_cleaned_002_01,birth_registration_application_process_cleaned_012_01,birth_registration_application_process_cleaned_013_01",0.0,1.0,1.0,0.2,0.5,0.2960819109658652,0.0
retrieval_variant,dense_only,bdreg_q07_parent_name_correction,correction,long_scenario,"আমার ছেলের জন্ম নিবন্ধনে ভুল করে বাবা-মায়ের জায়গায় অন্য আত্মীয়ের নাম আছে। এখন সঠিক বাবা-মায়ের নাম সংশোধন করতে চাই, কী প্রক্রিয়া অনুসরণ করব?","application_for_birth_information_correction_cleaned_002_01,application_for_birth_information_correction_cleaned_003_01,application_for_birth_information_correction_cleaned_004_01,birth_and_death_registration_fees_cleaned_fee_row_05","application_for_birth_information_correction_cleaned_002_01,application_for_birth_information_correction_cleaned_003_01,application_for_birth_information_correction_cleaned_005_01,application_for_birth_information_correction_cleaned_004_01,application_for_birth_information_correction_cleaned_006_01",1.0,1.0,1.0,0.6,1.0,0.8048099750039491,0.0
retrieval_variant,bm25_only,bdreg_q07_parent_name_correction,correction,long_scenario,"আমার ছেলের জন্ম নিবন্ধনে ভুল করে বাবা-মায়ের জায়গায় অন্য আত্মীয়ের নাম আছে। এখন সঠিক বাবা-মায়ের নাম সংশোধন করতে চাই, কী প্রক্রিয়া অনুসরণ করব?","application_for_birth_information_correction_cleaned_002_01,application_for_birth_information_correction_cleaned_003_01,application_for_birth_information_correction_cleaned_004_01,birth_and_death_registration_fees_cleaned_fee_row_05","know_this_01_cleaned_003_01,birth_registration_application_process_cleaned_012_01,bdris_faq_02_q03,application_for_birth_information_correction_cleaned_003_01,birth_registration_application_process_cleaned_010_01",0.0,0.0,1.0,0.2,0.25,0.16812753627111746,0.0
retrieval_variant,hybrid_rrf,bdreg_q07_parent_name_correction,correction,long_scenario,"আমার ছেলের জন্ম নিবন্ধনে ভুল করে বাবা-মায়ের জায়গায় অন্য আত্মীয়ের নাম আছে। এখন সঠিক বাবা-মায়ের নাম সংশোধন করতে চাই, কী প্রক্রিয়া অনুসরণ করব?","application_for_birth_information_correction_cleaned_002_01,application_for_birth_information_correction_cleaned_003_01,application_for_birth_information_correction_cleaned_004_01,birth_and_death_registration_fees_cleaned_fee_row_05","application_for_birth_information_correction_cleaned_003_01,application_for_birth_information_correction_cleaned_002_01,birth_registration_application_process_cleaned_012_01,application_for_birth_information_correction_cleaned_004_01,application_for_birth_information_correction_cleaned_005_01",1.0,1.0,1.0,0.6,1.0,0.8048099750039491,0.0
retrieval_variant,hybrid_rrf_rerank,bdreg_q07_parent_name_correction,correction,long_scenario,"আমার ছেলের জন্ম নিবন্ধনে ভুল করে বাবা-মায়ের জায়গায় অন্য আত্মীয়ের নাম আছে। এখন সঠিক বাবা-মায়ের নাম সংশোধন করতে চাই, কী প্রক্রিয়া অনুসরণ করব?","application_for_birth_information_correction_cleaned_002_01,application_for_birth_information_correction_cleaned_003_01,application_for_birth_information_correction_cleaned_004_01,birth_and_death_registration_fees_cleaned_fee_row_05","application_for_birth_information_correction_cleaned_003_01,application_for_birth_information_correction_cleaned_002_01,application_for_birth_information_correction_cleaned_006_01,application_for_birth_information_correction_cleaned_008_01,application_for_birth_information_correction_cleaned_010_01",1.0,1.0,1.0,0.4,1.0,0.6366824387328317,0.0
retrieval_variant,dense_only,bdreg_q08_birth_deadline,deadline,factual,শিশুর জন্মের কত দিনের মধ্যে জন্ম নিবন্ধনের তথ্য দিতে হয়?,"birth_and_death_registration_act_2004_ধারা_৮_01,birth_and_death_registration_rules_2018_বিধি_২০_01","birth_and_death_registration_act_2004_ধারা_৮_01,birth_and_death_registration_rules_2018_বিধি_৯_02,bdris_faq_01_q01,bdris_faq_02_q01,birth_and_death_registration_rules_2018_বিধি_২০_01",1.0,1.0,1.0,0.4,1.0,0.8503449055347546,0.0
retrieval_variant,bm25_only,bdreg_q08_birth_deadline,deadline,factual,শিশুর জন্মের কত দিনের মধ্যে জন্ম নিবন্ধনের তথ্য দিতে হয়?,"birth_and_death_registration_act_2004_ধারা_৮_01,birth_and_death_registration_rules_2018_বিধি_২০_01","birth_and_death_registration_act_2004_ধারা_৮_01,birth_and_death_registration_act_2004_ধারা_১০_01,know_this_01_cleaned_005_01,bdris_faq_01_q01,birth_and_death_registration_rules_2018_বিধি_৯_03",1.0,1.0,1.0,0.2,1.0,0.6131471927654584,0.0
retrieval_variant,hybrid_rrf,bdreg_q08_birth_deadline,deadline,factual,শিশুর জন্মের কত দিনের মধ্যে জন্ম নিবন্ধনের তথ্য দিতে হয়?,"birth_and_death_registration_act_2004_ধারা_৮_01,birth_and_death_registration_rules_2018_বিধি_২০_01","birth_and_death_registration_act_2004_ধারা_৮_01,bdris_faq_01_q01,birth_and_death_registration_act_2004_ধারা_১০_01,birth_and_death_registration_rules_2018_বিধি_৯_02,bdris_faq_02_q01",1.0,1.0,1.0,0.2,1.0,0.6131471927654584,0.0
retrieval_variant,hybrid_rrf_rerank,bdreg_q08_birth_deadline,deadline,factual,শিশুর জন্মের কত দিনের মধ্যে জন্ম নিবন্ধনের তথ্য দিতে হয়?,"birth_and_death_registration_act_2004_ধারা_৮_01,birth_and_death_registration_rules_2018_বিধি_২০_01","bdris_faq_01_q01,birth_and_death_registration_act_2004_ধারা_৮_01,birth_and_death_registration_rules_2018_বিধি_৮_01,birth_and_death_registration_rules_2018_বিধি_২০_01,birth_and_death_registration_guidelines_2021_ocr_006_02",0.0,1.0,1.0,0.4,0.5,0.6509209298071326,0.0
retrieval_variant,dense_only,bdreg_q09_orphan_fee_waiver,fees,condition_based,এতিম শিশুর জন্ম নিবন্ধনে কি ফি মওকুফ হতে পারে?,birth_and_death_registration_rules_2018_বিধি_২১_02,"birth_and_death_registration_rules_2018_বিধি_২১_02,birth_and_death_registration_rules_2018_বিধি_২১_01,birth_and_death_registration_fees_cleaned_table_full,bdris_faq_01_q10,birth_and_death_registration_fees_cleaned_fee_row_05",1.0,1.0,1.0,0.2,1.0,1.0,0.0
retrieval_variant,bm25_only,bdreg_q09_orphan_fee_waiver,fees,condition_based,এতিম শিশুর জন্ম নিবন্ধনে কি ফি মওকুফ হতে পারে?,birth_and_death_registration_rules_2018_বিধি_২১_02,"bdris_faq_01_q13,birth_registration_application_process_cleaned_002_01,bdris_faq_01_q07,birth_and_death_registration_rules_2018_বিধি_২১_02,bdris_faq_02_preamble",0.0,0.0,1.0,0.2,0.25,0.43067655807339306,0.0
retrieval_variant,hybrid_rrf,bdreg_q09_orphan_fee_waiver,fees,condition_based,এতিম শিশুর জন্ম নিবন্ধনে কি ফি মওকুফ হতে পারে?,birth_and_death_registration_rules_2018_বিধি_২১_02,"birth_and_death_registration_rules_2018_বিধি_২১_02,birth_and_death_registration_rules_2018_বিধি_২১_01,bdris_faq_02_preamble,birth_and_death_registration_fees_cleaned_table_full,bdris_faq_01_q01",1.0,1.0,1.0,0.2,1.0,1.0,0.0
retrieval_variant,hybrid_rrf_rerank,bdreg_q09_orphan_fee_waiver,fees,condition_based,এতিম শিশুর জন্ম নিবন্ধনে কি ফি মওকুফ হতে পারে?,birth_and_death_registration_rules_2018_বিধি_২১_02,"birth_and_death_registration_rules_2018_বিধি_২১_02,birth_and_death_registration_rules_2018_বিধি_২১_01,birth_and_death_registration_fees_cleaned_table_full,birth_and_death_registration_fees_cleaned_fee_row_01,birth_and_death_registration_fees_cleaned_fee_row_06",1.0,1.0,1.0,0.2,1.0,1.0,0.0
retrieval_variant,dense_only,bdreg_q10_birth_date_correction,correction,condition_based,জন্ম তারিখ ভুল হলে কীভাবে সংশোধন করব এবং ফি কত?,"birth_and_death_registration_fees_cleaned_fee_row_04,notice_birth_and_death_registration_certificate_correction_steps_ocr_006_01","birth_and_death_registration_fees_cleaned_fee_row_04,birth_and_death_registration_fees_cleaned_table_full,birth_and_death_registration_fees_cleaned_fee_row_05,application_for_birth_information_correction_cleaned_006_01,application_for_birth_information_correction_cleaned_008_01",1.0,1.0,1.0,0.2,1.0,0.6131471927654584,0.0
retrieval_variant,bm25_only,bdreg_q10_birth_date_correction,correction,condition_based,জন্ম তারিখ ভুল হলে কীভাবে সংশোধন করব এবং ফি কত?,"birth_and_death_registration_fees_cleaned_fee_row_04,notice_birth_and_death_registration_certificate_correction_steps_ocr_006_01","birth_and_death_registration_fees_cleaned_fee_row_04,birth_and_death_registration_fees_cleaned_table_full,birth_and_death_registration_fees_cleaned_fee_row_05,birth_registration_application_process_cleaned_017_01,birth_and_death_registration_rules_2018_বিধি_১৬_01",1.0,1.0,1.0,0.2,1.0,0.6131471927654584,0.0
retrieval_variant,hybrid_rrf,bdreg_q10_birth_date_correction,correction,condition_based,জন্ম তারিখ ভুল হলে কীভাবে সংশোধন করব এবং ফি কত?,"birth_and_death_registration_fees_cleaned_fee_row_04,notice_birth_and_death_registration_certificate_correction_steps_ocr_006_01","birth_and_death_registration_fees_cleaned_fee_row_04,birth_and_death_registration_fees_cleaned_table_full,birth_and_death_registration_fees_cleaned_fee_row_05,birth_and_death_registration_rules_2018_বিধি_২১_01,application_for_birth_information_correction_cleaned_006_01",1.0,1.0,1.0,0.2,1.0,0.6131471927654584,0.0
retrieval_variant,hybrid_rrf_rerank,bdreg_q10_birth_date_correction,correction,condition_based,জন্ম তারিখ ভুল হলে কীভাবে সংশোধন করব এবং ফি কত?,"birth_and_death_registration_fees_cleaned_fee_row_04,notice_birth_and_death_registration_certificate_correction_steps_ocr_006_01","birth_and_death_registration_fees_cleaned_fee_row_04,birth_and_death_registration_fees_cleaned_fee_row_05,birth_and_death_registration_fees_cleaned_table_full,birth_and_death_registration_fees_cleaned_fee_row_06,application_for_birth_information_correction_cleaned_006_01",1.0,1.0,1.0,0.2,1.0,0.6131471927654584,0.0
retrieval_variant,dense_only,bdreg_q11_required_documents,documents,paraphrase,জন্ম নিবন্ধনের জন্য সাধারণত কী কী প্রমাণক সংযুক্ত করতে হয়?,"birth_registration_application_process_02_cleaned_010_01,birth_registration_application_process_cleaned_016_01","birth_registration_application_process_cleaned_016_01,birth_registration_application_process_02_cleaned_010_01,birth_and_death_registration_rules_2018_বিধি_৯_02,bdris_faq_01_q01,bdris_faq_02_preamble",1.0,1.0,1.0,0.4,1.0,1.0,0.0
retrieval_variant,bm25_only,bdreg_q11_required_documents,documents,paraphrase,জন্ম নিবন্ধনের জন্য সাধারণত কী কী প্রমাণক সংযুক্ত করতে হয়?,"birth_registration_application_process_02_cleaned_010_01,birth_registration_application_process_cleaned_016_01","birth_registration_application_process_02_cleaned_010_01,birth_registration_application_process_cleaned_016_01,bdris_faq_01_q01,know_this_01_cleaned_002_01,notice_birth_and_death_registration_certificate_correction_steps_ocr_007_01",1.0,1.0,1.0,0.4,1.0,1.0,0.0
retrieval_variant,hybrid_rrf,bdreg_q11_required_documents,documents,paraphrase,জন্ম নিবন্ধনের জন্য সাধারণত কী কী প্রমাণক সংযুক্ত করতে হয়?,"birth_registration_application_process_02_cleaned_010_01,birth_registration_application_process_cleaned_016_01","birth_registration_application_process_cleaned_016_01,birth_registration_application_process_02_cleaned_010_01,bdris_faq_01_q01,birth_and_death_registration_rules_2018_বিধি_৯_02,birth_registration_application_process_cleaned_005_01",1.0,1.0,1.0,0.4,1.0,1.0,0.0
retrieval_variant,hybrid_rrf_rerank,bdreg_q11_required_documents,documents,paraphrase,জন্ম নিবন্ধনের জন্য সাধারণত কী কী প্রমাণক সংযুক্ত করতে হয়?,"birth_registration_application_process_02_cleaned_010_01,birth_registration_application_process_cleaned_016_01","birth_and_death_registration_rules_2018_বিধি_৯_02,birth_registration_application_process_cleaned_016_01,birth_registration_application_process_02_cleaned_010_01,birth_registration_application_process_cleaned_002_01,birth_registration_application_process_cleaned_005_01",0.0,1.0,1.0,0.4,0.5,0.6934264036172708,0.0
retrieval_variant,dense_only,bdreg_q12_application_id,application_process,factual,জন্ম নিবন্ধন আবেদন সাবমিট করার পর আবেদন নম্বর কোথায় পাব?,"birth_registration_application_process_02_cleaned_013_01,birth_registration_application_process_cleaned_019_01","birth_registration_application_process_cleaned_019_01,birth_registration_application_process_02_cleaned_013_01,birth_registration_application_process_cleaned_002_01,application_for_birth_information_correction_cleaned_005_01,application_for_birth_information_correction_cleaned_004_01",1.0,1.0,1.0,0.4,1.0,1.0,0.0
retrieval_variant,bm25_only,bdreg_q12_application_id,application_process,factual,জন্ম নিবন্ধন আবেদন সাবমিট করার পর আবেদন নম্বর কোথায় পাব?,"birth_registration_application_process_02_cleaned_013_01,birth_registration_application_process_cleaned_019_01","birth_registration_application_process_cleaned_019_01,birth_registration_application_process_cleaned_018_01,bdris_faq_02_q04,application_for_birth_information_correction_cleaned_005_01,application_for_birth_information_correction_cleaned_004_01",1.0,1.0,1.0,0.2,1.0,0.6131471927654584,0.0
